price,floors,view,condition,sqft_living15
809950,1.5,0,5,2510
400000,1,0,3,1620
415000,1,0,3,1710
411000,2,0,4,2110
825000,1,0,4,2020
436000,3,0,3,1310
460000,2,0,3,2760
281000,1,0,4,1020
976000,1,3,3,2900
485000,2,0,3,2390
429000,2,0,3,1480
729000,2,0,3,2600
625000,2,0,3,2280
218500,1,0,4,1550
175000,1,0,4,1370
442500,1,0,4,1820
480000,2,0,3,1670
715500,1,1,4,2510
432500,1,0,3,1470
875000,2,0,3,3880
605000,2,0,4,1760
1.69E+06,3,2,3,4560
318000,1,0,5,1950
311300,1,0,4,1100
325000,1,0,3,2400
795000,2,0,3,2810
558000,1,0,4,2060
370000,2,0,3,3610
598850,2,0,3,2350
515700,2,0,3,2440
458000,2,0,3,2040
583500,2.5,0,4,2960
653750,2,0,3,2460
299000,2,0,3,2000
532000,1,0,4,2020
819000,2,3,4,3470
945000,1,4,5,2400
608700,1,0,3,2400
812000,1,2,4,1810
464000,1,0,4,1890
950000,2,0,3,4000
700000,2,0,3,1720
435000,1,0,3,1630
229500,1,0,4,1710
1.58E+06,1.5,4,4,2810
265000,1,0,4,1520
995000,1,0,3,1950
590000,1,0,5,2310
740000,2,2,3,2640
360000,1,2,5,2500
548500,1,0,3,1770
599000,1,0,4,1960
615000,1,0,4,2040
292000,1,0,3,1070
899000,2,0,3,3220
500000,1,0,4,1750
580000,1.5,0,3,2230
580000,2,0,3,2790
594000,1,0,4,1700
500000,1,0,3,2060
550000,1,0,3,2160
275000,1,0,4,1580
390000,2,0,4,1900
1.25E+06,2.5,3,4,2610
250000,2,0,3,1560
405000,2,0,4,1700
213950,1,0,3,1050
232000,1,0,4,1740
207000,1,0,4,1060
310000,1,0,3,2260
540000,3,0,3,1130
750000,1.5,2,3,1160
392500,2,0,3,1940
305000,1,0,3,2130
735000,2,0,3,2360
575000,2,0,3,2120
175000,1,0,3,1000
291000,2,0,4,1590
791500,2,0,3,3240
475000,1,0,3,1780
238950,1,0,3,1410
470000,2,0,3,1280
420000,1,0,3,2540
440000,2,0,3,2150
656000,1.5,0,4,1640
559950,2,0,3,2280
600000,1,0,3,1650
255000,1,0,4,1310
210750,1.5,0,3,1510
485000,1.5,0,3,1890
390000,2,0,3,2180
405000,1,0,4,1820
462500,1.5,0,2,1920
435000,1,0,3,2340
440000,2,0,3,1560
299950,1,3,3,2540
440000,2,0,3,1120
312620,1,0,3,1430
372500,1,0,3,1280
297262,2,0,3,1780
735000,1,0,4,1960
430000,2,0,4,1820
241000,1.5,0,3,970
201000,1,0,4,1270
570000,1,0,4,1770
538000,1,0,3,1770
729000,2,0,3,2690
331500,1,0,3,1680
110700,1,0,3,1340
245000,1,0,3,1350
427000,1,0,4,1830
650500,1,0,3,1930
335900,1,0,4,1170
535000,1.5,0,3,1470
360000,1,0,4,1690
294900,1,0,3,1600
460000,1,0,4,1420
1.77E+06,2,0,3,4830
463000,1,0,4,1240
332000,1,2,3,1620
199500,1,0,4,1440
247000,1,0,4,1440
442500,2,0,3,2240
600000,1,0,3,2200
449000,2,0,3,1690
725000,1.5,0,4,1720
215000,1,0,3,1310
582500,1,0,3,1640
305000,2,0,4,2300
734000,2,2,3,2760
300000,1,0,3,1130
525888,1,0,5,2170
711000,1.5,0,5,1980
360000,1,0,3,1860
357000,2,0,3,1650
235000,1,0,4,1200
550000,1,1,3,3380
324000,1,0,4,1620
420000,1,0,3,1720
450000,2,0,3,2400
825000,2,0,3,3960
272000,2,0,3,2440
481000,1.5,0,3,1920
500000,1,0,3,1350
448000,1,0,4,1770
480000,1,0,3,1350
475000,2,0,3,1690
472500,2,0,3,1700
291000,1,0,4,1890
294000,1,0,4,1440
1.01E+06,1,0,4,2910
442500,2,0,3,1690
170000,1,0,4,820
1.58E+06,1,1,3,3980
665000,2,0,3,2300
1.61E+06,3,0,3,4830
675000,1,0,3,2250
279900,1,0,3,1430
875000,1.5,0,4,1800
571000,2,0,3,2190
320000,1.5,0,3,880
525000,1,0,3,2630
1.65E+06,1,0,4,3670
137900,1,0,3,1730
440000,2,0,4,1910
360000,1,0,3,1280
271000,1,0,4,1370
465000,1,3,3,3370
280000,2,0,3,2230
283000,1,0,4,1490
411500,1,0,3,1440
282000,1,0,4,2150
535000,2.5,0,3,1770
554729,2,0,5,1620
868000,2,0,5,1620
427000,1,0,3,2100
455000,1,0,4,1850
595000,1,0,3,1950
400000,2,0,3,2470
770000,2,0,3,3639
742500,2,0,3,2130
1.25E+06,1,0,5,2990
375000,1,0,3,2130
1.56E+06,2,0,4,3790
545000,1,0,4,1940
1.05E+06,2,0,3,4440
1.57E+06,1,0,4,2850
178000,1.5,0,4,1200
262500,1,0,3,1770
730000,1.5,0,4,1630
395000,1,2,3,2250
355000,1,0,3,990
299990,2,0,3,2150
1.13E+06,1.5,0,3,2180
425000,2,0,4,2090
349000,1,0,3,1150
554950,1,0,5,1210
326000,1.5,0,3,1510
580000,1,0,3,2210
699000,2,1,4,2840
757000,1,0,3,2570
335000,1,0,3,1310
660000,1,0,3,3070
540000,2,0,3,2830
320000,2,0,3,1880
280000,2,0,3,1650
324000,1,3,3,1570
300000,1,0,4,1010
360000,2,0,4,1480
600000,2,0,3,2740
950000,1,0,4,3750
599950,3,0,3,1830
190000,1,0,3,1140
350000,1,0,3,2090
522000,1.5,0,3,1230
850000,2,0,3,3090
308000,1,0,4,1400
1.02E+06,2,0,4,1480
397500,1.5,0,3,1300
186000,1,0,3,1460
436500,1,0,3,3050
710000,1,0,4,1470
1.38E+06,2,0,5,2310
450000,1,0,3,1540
375000,1,0,3,1600
315000,1,0,3,1920
467500,1.5,0,3,1400
330000,1,0,3,1140
665000,1.5,0,5,2300
760000,3,0,3,2590
469000,2,0,3,1480
408000,2,0,3,1720
851000,1,4,4,2820
410000,1,0,3,1440
235000,1,0,3,950
207100,1,0,3,980
560000,1,0,5,1770
903000,2,0,4,2820
998500,2,0,3,2440
268500,1.5,0,3,1810
494950,1,0,4,2220
1.13E+06,2,0,3,3290
250000,1,0,4,1470
449000,1,0,4,2180
1.23E+06,1,0,3,3020
325000,1,0,3,2270
506000,1,0,4,1770
751000,2,0,3,2990
280000,2,0,3,1580
1.12E+06,2,0,3,3210
580000,1,0,3,2260
665000,1,0,5,1890
450000,2,0,3,2130
389900,1.5,0,4,1940
427000,1,0,3,1800
265000,1,3,3,1870
398000,2,0,3,1310
354000,2,0,3,900
339950,2,0,3,2260
399000,1,0,3,990
325000,1,0,3,1540
998800,1,2,4,2880
350000,1.5,0,3,1340
1.00E+06,1,0,5,2100
561000,2,0,3,2370
245000,1,0,3,1420
570000,1,0,3,1420
845000,1.5,0,5,1670
314500,2,0,3,1900
650000,1,0,4,2890
298000,1,0,3,910
500000,1,0,3,1690
870000,2,1,3,2110
299000,1,0,5,710
527000,1,0,3,1390
420000,1,0,5,1470
290000,2,0,3,2360
1.66E+06,1,4,4,2450
499990,1,0,3,2020
315000,1,0,3,1130
425000,2,0,4,2340
630000,2,0,3,2570
365000,1.5,0,3,1340
774000,2,0,5,1420
368888,1,0,4,1180
339500,2,0,3,1640
344950,1,0,4,1440
450000,1,0,3,1610
814950,2,0,3,2910
299900,2,0,3,2200
315000,1,0,4,1500
880000,1,2,3,2960
195000,1,0,4,1190
910000,2,0,3,3450
540000,2,0,3,2840
306000,2,0,3,2090
272000,1,0,4,2130
1.30E+06,2,0,3,2370
450000,1,1,3,2740
450000,2,0,3,2290
310000,1.5,0,3,1580
530000,1,0,4,2590
435000,2,0,4,1760
485000,1,0,4,2160
690000,2,0,3,1760
305000,2,0,3,1580
300000,1,0,3,1670
289950,1,0,3,2020
575000,2,0,3,2580
1.82E+06,2,0,3,4620
219000,1,0,4,1440
265000,1,0,4,1310
1.11E+06,2,0,3,2070
200000,1,0,3,1220
545000,1,3,4,2240
378000,2,0,3,2130
388000,1,0,4,1090
425000,1,0,3,1750
536000,2,0,3,1520
1.18E+06,1,4,3,3030
629950,2,0,3,1610
465000,1,0,3,1970
545000,1,0,4,3200
592000,2,0,4,2170
446000,1,0,3,2580
375000,3,0,3,1330
632500,2,0,3,2640
459950,1,0,3,2340
485000,2,0,3,2990
255000,1,0,3,1580
251750,1,0,5,1540
725000,2,0,3,2860
460000,3,0,3,1320
625000,1,0,5,2030
530000,1,0,4,2120
394950,2,0,3,2140
324950,1,0,3,2130
330000,2,0,3,1760
220000,1,0,3,1910
685000,2,0,4,2450
500000,1,2,3,2390
368000,1,0,3,1600
825000,2,0,4,2520
660000,1,0,3,1680
253000,1,0,4,1900
392500,1,0,5,2470
605000,2,2,3,2100
215000,1,0,4,1200
650000,2,0,4,2440
877500,2,0,4,2730
232500,1,0,3,1320
234000,2,0,3,1360
380000,1,0,3,2000
420000,1,0,3,1560
399950,1,0,3,1370
256750,1,0,3,1920
535000,2,0,3,1860
515000,2,0,4,1760
770000,1,0,4,2110
256000,1,0,3,1570
489900,1,0,4,1620
165000,1,0,4,1250
220000,1,0,4,1450
575000,2,0,4,3640
375000,2,0,3,1510
422250,2,0,5,1760
420000,1,0,3,2030
608000,2,0,3,2350
620000,1.5,0,4,1410
850000,2,2,3,3240
463000,1,0,4,2180
750000,1,4,4,2400
1.07E+06,2,0,3,3730
290000,1,0,3,1700
525000,1,0,3,1640
319000,2,0,3,1220
592500,2,0,3,1550
350000,2,0,3,2010
454900,1,0,4,2130
272000,2,0,3,1670
357500,1,0,3,1540
285000,1,0,5,1360
280000,1,0,3,1870
477000,1,0,3,1770
750000,2,0,4,3220
595000,2,2,3,2060
525000,3,0,3,1340
319000,1,0,4,1850
225000,1,0,3,1336
485000,1,0,5,1750
341000,1.5,0,3,1730
674000,2,0,3,1700
442250,2,0,3,2240
591000,2,0,4,2590
276000,1,0,3,2050
394000,1,0,3,1630
355000,1,0,3,1740
260000,1,0,4,2060
300000,1,0,3,2150
310000,1,0,3,2150
209000,1,0,3,1530
344950,1,0,3,1330
230000,1,0,4,1150
336950,1,0,4,2080
700000,1,0,5,2040
230000,1,0,3,1530
443500,2,0,3,2410
471000,2,0,3,2410
595000,1,0,3,1720
470000,1.5,0,3,1400
600000,1,0,4,2430
1.38E+06,2.5,0,3,2400
427800,1,2,3,2090
445000,1,0,4,1760
382000,1,0,4,1560
577000,1,0,5,1560
427000,2,0,4,3190
255000,1,0,3,1600
240000,1,0,3,1040
1.23E+06,1.5,4,4,2740
435000,1,2,5,2360
1.45E+06,1,0,3,2230
425000,2,0,3,2000
393000,1,0,5,1660
264950,1,0,2,1250
746500,2,0,3,3140
450000,1,0,3,1480
229950,1,0,3,1410
425000,1,0,2,1160
2.56E+06,2,2,2,3890
1.40E+06,1.5,0,3,4010
753000,2,0,4,2120
310000,1,0,2,980
395000,1,0,4,1270
725000,1,0,3,2950
295000,2,0,3,2260
225000,1,0,4,1280
1.70E+06,3,2,3,3290
431000,1,0,3,2330
358500,1,0,3,2530
595000,1,0,3,1690
468000,2,0,3,2670
260000,1,0,4,1600
375000,1.5,0,5,1660
295000,2,0,3,1560
403900,1,2,4,2190
269950,1,0,4,1450
640000,2,3,3,1740
221000,1,0,3,1160
255000,1,0,3,1690
300000,2,0,3,2250
270000,1,0,4,1750
575000,1,0,3,1640
246900,1,0,5,1370
635000,2,0,3,1400
450000,1,0,3,2060
215000,1,0,5,1200
785000,2,0,3,4670
522500,1,0,3,2100
150000,2,0,4,1360
199950,1,0,4,1300
3.00E+06,2,4,5,3350
379900,2,0,3,2150
950000,2,0,3,3580
865000,2,0,5,1430
785000,1,0,5,1900
245700,1,0,3,1600
951000,1,1,3,2510
499950,1,0,5,1110
257000,1,0,4,1650
549000,1.5,0,4,1750
1.60E+06,2,0,4,2950
1.40E+06,3,4,3,2860
619000,1.5,2,5,1780
311000,1,0,3,2130
600000,1,0,3,2310
1.08E+06,2,0,3,3230
436000,1,0,3,1520
205000,1,0,3,1390
514000,1,0,3,2140
530000,2,0,3,1510
511000,2,0,3,3112
2.10E+06,2,0,3,3000
370000,2,0,3,2900
500000,1,0,5,1440
710000,2,0,3,4070
270000,1,0,3,1580
415000,1.5,0,4,2000
1.80E+06,2,0,3,2150
236000,1,0,3,1430
278000,2,0,3,1500
312000,1,0,5,1680
539000,1,0,5,1680
498000,2,1,3,1970
857000,2,0,3,1610
780000,1,0,4,1950
650000,1,0,4,2300
559500,1,0,3,1850
219950,1,0,3,1130
671500,2,0,4,2170
813000,2,0,3,3040
182000,1,0,3,1890
203700,1,0,3,1500
740000,1.5,0,3,2010
230000,1,0,4,1500
128000,1,0,3,1490
345000,1,0,4,1330
663000,2,0,3,2260
329950,2,0,3,1860
1.05E+06,3,2,3,2450
402300,1,0,3,1350
492000,1.5,0,5,1620
448000,1,0,3,2090
273000,1,0,3,1468
335000,1,0,3,1030
695000,1.5,0,3,1990
279000,1,0,3,1010
485000,1,0,3,1390
383000,2,0,3,1590
490000,2,0,3,2242
240000,2,0,3,1078
285000,1,0,3,900
524950,2,0,3,1830
729000,2,0,3,2630
460000,1,0,4,2020
687500,1.5,0,3,1540
1.17E+06,1,0,5,2880
825000,2,0,4,2390
314950,2,0,3,1860
470000,1,0,3,1970
500000,1,0,4,1760
313000,1.5,0,2,1190
445000,1,0,4,1310
300000,1,0,4,1790
619500,1.5,0,4,1740
305000,1,0,4,1560
874000,3,0,3,1640
477500,2,0,3,1950
700000,1,3,3,1700
515000,2,0,3,3190
590000,2,0,3,2010
205000,1,0,3,1180
310000,2,0,3,2350
442500,2,0,3,1510
1.08E+06,2,2,3,3750
530000,2,0,3,1500
343500,1,2,4,1990
334900,1.5,0,3,1400
544300,1,0,5,1510
370000,2,0,3,1571
245000,1,0,3,1810
535000,1.5,0,5,1570
202000,1,0,4,1080
490000,2,0,3,1590
651500,2,0,5,1480
270000,1,0,3,1360
1.16E+06,2,0,3,3680
289000,2,0,3,1190
240000,1,0,4,1460
790000,1,2,3,1960
350000,2,0,3,1810
246950,2,0,3,1150
400000,1,0,3,1720
533000,2,0,3,2500
198400,1,0,4,1290
495000,2,0,3,2810
862000,2,0,3,3420
870000,2,0,3,3420
875000,1,0,4,2560
317000,2,0,5,1860
325000,2,0,4,2100
615000,1.5,0,5,1570
334950,2,0,3,2380
775000,2,0,4,1590
600000,1,0,4,2050
565000,1.5,0,3,1130
292500,1,0,4,1260
825000,1,0,3,2510
495000,2,0,3,2090
525000,2,0,3,1540
438600,1,0,3,1520
507000,1,0,3,1740
275900,1,0,3,1540
1.17E+06,2,0,3,2570
275000,1,0,3,1350
355000,1,0,4,1350
233000,1,0,4,1590
666000,1.5,0,4,1970
317500,1,0,4,1620
420000,1,3,4,2280
290000,2,0,5,1480
320000,1,0,5,2060
650000,2,0,3,2320
325000,1,0,4,1250
165000,1,0,3,1050
500000,1,0,3,2430
443000,1,0,3,1510
213400,1,0,4,1760
480000,1,0,3,1580
275000,1,0,3,2000
299880,2,0,3,1490
499950,2,0,3,1550
1.71E+06,1,3,3,3550
550000,1,0,5,1760
300000,2,0,3,2430
920000,1,0,3,2450
2.30E+06,2,4,3,2640
620000,1.5,0,5,1460
253500,1,0,5,1640
978000,1.5,2,4,3530
387500,2,0,3,2260
325000,1,0,3,1150
568000,3,0,3,1740
525000,2,0,3,1690
560000,2,0,3,2620
394000,2,0,3,1710
484950,1,2,4,1830
1.30E+06,1,0,3,3340
315000,2,0,3,1310
590000,1,0,3,2750
106000,1,0,3,1120
751000,2,0,3,3630
474000,1,0,5,2050
189000,1,0,5,1380
440500,2,0,3,1690
1.02E+06,2,2,4,2605
589000,1,0,3,1860
273000,2,0,3,2160
950000,1,4,4,1170
277700,2,0,3,1410
299900,2,0,3,1410
235000,1,0,4,1720
464000,2,0,3,1560
281000,1,0,4,1980
320000,1.5,0,4,1520
282000,2,0,3,1690
745000,1,0,4,2620
245000,1,0,4,1830
250000,1,0,4,1830
470000,2,0,3,2480
216650,2,0,3,1140
440000,1,0,4,1840
590000,2,0,4,2100
935000,1,0,3,3280
848000,2,0,3,2780
827500,2,0,3,3000
1.13E+06,2,0,4,1870
630000,1,0,3,2560
340000,1.5,0,4,1310
570000,1,0,3,3170
2.75E+06,2,4,4,2980
514500,1,2,4,3370
360000,1,3,3,1880
228900,1,0,3,980
660000,2,0,3,2230
647000,2,0,3,2590
366000,1,0,3,2080
354000,1,0,4,1410
850000,2,2,3,1700
496700,2,0,4,2080
300000,1,0,4,1860
390000,1,0,4,1450
350000,2,0,4,1830
561000,2,0,4,1830
475000,1,0,3,1320
275000,2,0,3,1170
290000,1,0,4,1540
199000,1,0,3,1670
279900,2,0,3,1770
1.66E+06,2,0,3,2840
405000,1,0,3,2010
615000,1,0,3,2650
268000,1,0,3,2090
451000,1.5,0,3,1620
850000,1,0,3,1440
1.18E+06,2,2,5,3690
245000,1,0,3,1120
450000,1,0,3,1700
370350,2,2,3,1650
543000,3,0,3,1500
265000,1,0,5,1260
497000,2,0,3,2220
419000,1,0,3,1790
545800,2,0,3,1770
403000,1,0,3,1570
195000,1.5,0,3,1080
1.13E+06,2,0,5,2290
255000,1,0,5,1910
500000,1,0,5,1440
855000,1,0,4,2550
390000,1.5,0,3,2140
339000,1,2,4,1650
1.33E+06,2,0,3,1950
429900,1,0,4,1890
370900,1,0,4,1550
457500,1,0,4,1530
499000,2,0,3,1760
225000,1,0,5,1300
615000,1,0,3,2280
455000,3,0,3,1138
458000,1,0,4,1450
580000,1,0,4,1710
966000,2,0,3,3390
240000,1,0,3,2240
229050,1,0,4,1460
328500,3,0,3,1390
319000,1,0,4,1900
650000,1.5,1,3,2060
398500,2,0,3,1630
250000,1,0,2,1270
815000,1,0,4,2880
1.07E+06,2,0,4,2290
510000,2,0,3,2430
156000,1,0,2,1360
254500,2,0,3,2420
760000,1,2,3,2930
210000,2,0,3,1680
349950,2,0,3,1990
676000,2.5,0,4,1210
475000,2,0,3,2390
880000,1.5,0,4,2310
1.21E+06,2,0,3,5110
420000,1,4,4,1780
607000,1,0,4,2220
475000,2,0,3,1990
395000,1,0,5,1250
650000,1,0,4,2060
625000,1,0,4,2160
849000,2,0,3,2640
429950,1,0,3,1920
825000,2,0,3,3080
505000,1,0,4,1480
265000,2,0,3,1290
283000,1,0,4,1850
560000,1,0,5,1900
765000,2,0,3,2980
610000,1,0,4,3070
589000,1,0,3,2540
192500,1.5,0,3,1800
3.20E+06,1,4,3,4060
550000,1,0,3,1930
460000,1.5,0,4,1540
264500,1,0,4,2110
339000,1,0,3,1340
950000,3,0,3,2130
677500,1,0,3,2370
690000,2,0,3,2780
312000,1,0,3,1714
840000,1,0,4,3370
357500,2,0,3,2080
675000,1,2,4,2180
515000,2,0,4,2600
491234,2,0,3,1210
290000,1,0,3,1100
490000,1,0,3,2350
810000,1,0,5,2360
252000,1,0,3,1220
299999,2,0,3,2830
400000,2,0,3,960
530000,1.5,0,5,1380
357000,1,4,3,2660
365000,1,0,4,1420
804000,2,0,3,900
808250,1,0,3,1750
360000,2,0,3,2090
240000,1,0,3,1240
335000,1,0,3,1810
380000,1,0,3,1560
350000,1,0,4,1680
194000,1,0,3,1160
310000,1,0,3,2090
315000,1,0,3,1770
258950,1,0,3,1790
479000,2,0,3,1230
510000,1,0,4,1970
400000,1,0,4,1670
1.45E+06,2,0,3,3850
680000,1.5,0,4,1810
1.75E+06,2.5,0,4,3450
335000,1,0,4,1200
460000,1,0,5,2360
440000,1,0,3,1850
412250,1,0,3,1510
185000,2,0,4,1150
286500,1,0,4,1600
422000,2,0,3,2610
408000,2,0,3,2800
306500,1,2,4,2580
359900,2,0,3,2610
560000,2,0,3,2480
259875,1,0,3,1250
385000,1,0,3,1250
188000,1,0,3,1100
1.14E+06,1.5,0,3,3670
255000,1,0,4,1300
1.19E+06,2,0,3,3060
635200,1,0,5,1300
355000,2,0,3,1350
544000,3.5,0,3,1700
402000,2,0,3,1320
575000,1.5,0,3,1500
216000,1,0,4,1580
1.20E+06,2,0,3,4560
850000,2,4,3,2020
238000,2,0,3,1360
625000,1.5,0,3,1890
1.11E+06,2,0,4,1620
820000,2,2,3,1790
355000,1,0,3,2030
495000,1,0,3,1830
1.30E+06,2,0,4,4670
398750,2,0,3,1310
835000,2,0,3,3150
705000,1,0,4,2060
625000,2,0,4,1830
550000,2,0,3,2000
540000,1,0,4,1320
519000,1,0,4,1460
311000,2,0,3,1975
305000,1,0,2,1600
395000,1.5,0,3,2520
275000,1,0,3,1320
450000,2,0,3,1410
324000,1,0,3,1490
2.80E+06,2,2,5,2920
565000,1.5,0,4,1290
373000,2,0,4,1720
613000,1.5,1,4,2160
614000,1,0,4,2410
595000,1,0,4,2510
440000,1,0,3,1280
425000,1,3,3,2130
407000,1,0,3,1800
472000,1,0,4,1390
472000,3,0,3,1180
1.25E+06,1,3,4,2940
412000,1,0,4,1110
717000,1,0,3,1160
425000,1,0,4,1510
299999,1,0,5,1640
254000,1,0,4,1580
178500,1,0,4,1460
800000,1,0,5,1300
420000,1,0,4,1280
319900,1,0,3,1870
350000,1,1,3,1910
968000,1,4,5,2890
491000,3,0,3,1320
948000,2,0,3,3510
900000,2,0,3,1740
270000,1,0,4,1650
198000,1,0,3,1430
250000,1,0,3,1220
615000,2,0,3,2170
550000,2,0,3,2210
190000,2,0,3,1370
629000,1,0,3,2330
434000,1,0,5,1660
415885,1,0,4,1120
550000,1,0,3,1780
272000,1,1,3,1560
665000,2,0,3,3060
510000,1,0,5,2120
530000,1,0,4,2100
355000,1,0,3,1960
255000,1,0,3,1260
790000,2,0,3,2980
695000,2,0,5,1840
255000,1,0,2,1130
410000,1.5,0,3,2140
650000,1,0,4,2300
675000,1.5,0,4,1650
332888,2,0,3,1350
300000,1,0,4,1950
320000,1,0,4,1380
342500,1,0,4,2100
752875,2,0,3,2280
1.73E+06,2,3,3,3360
255000,1,0,3,1410
244000,2,0,3,1360
1.42E+06,2,2,3,2070
218000,1,0,3,1430
359000,1.5,0,3,1360
840000,2,0,3,3830
900000,2,0,3,4130
205000,1.5,0,4,1750
205000,2,0,2,1410
500000,2,0,3,2070
510000,2,0,3,2610
1.14E+06,2,0,4,4170
1.55E+06,2,0,3,1910
210000,1,0,3,1616
597500,1,0,3,2910
400000,1.5,0,3,1580
412000,1,0,5,1390
299950,3,0,3,1340
1.08E+06,1.5,0,3,1960
422500,2,0,3,2630
410000,1,0,4,1470
1.40E+06,2,3,3,2200
245000,1,0,4,1980
720000,1.5,0,4,3170
315000,1,0,2,1750
191950,2,0,3,1390
455000,2,0,3,2260
523000,1.5,0,3,1700
250000,2,0,4,1230
294000,1.5,0,3,1010
490000,1,0,3,1680
310000,1,0,3,1250
265000,1,0,5,1400
402000,1,0,4,1680
705000,1,3,3,2700
589450,2,0,3,3190
219950,1,0,3,2120
750000,2,0,4,2240
478000,1,0,4,1650
170000,1,0,3,1510
489950,1,0,4,2780
1.37E+06,1.5,4,4,2260
319950,2,0,3,1950
208417,1,0,3,830
410000,1,0,3,1230
590000,1,3,3,2450
648000,1,0,5,2270
255000,2,0,3,1720
465000,2,0,3,2190
622000,1,0,5,2230
306000,1,0,3,1630
617000,2,0,4,1230
438750,1,0,4,1230
1.28E+06,2,0,3,2410
995000,2,2,3,2520
1.58E+06,2,4,5,3810
635000,1.5,0,3,1790
215000,1,0,4,1290
530000,3,0,3,1360
295000,1,0,4,1000
245000,1,0,3,1460
400000,1,0,4,2690
303000,2,0,4,1850
330000,1.5,0,4,1160
700000,2,3,3,2880
126000,1,0,3,1090
850000,1.5,0,3,2880
405000,1,0,4,1800
869900,2,0,3,1860
485000,1,2,3,1310
400000,2,0,3,1340
299950,2,0,3,3050
585000,2,0,3,2270
495000,2,0,3,1510
2.20E+06,2,0,3,4850
447000,2,0,3,1530
206000,1,0,4,1320
500000,1,0,3,1090
302500,2,0,3,1850
1.25E+06,2,3,3,2840
391000,1,0,3,1690
250000,2,0,3,1480
435000,2,0,3,2440
160000,1,0,3,2400
451000,1,0,3,1940
206000,1,0,5,1090
590000,2,0,4,1830
695000,2,0,4,2360
350000,1,0,5,1550
1.24E+06,2,0,3,2060
395000,1,0,4,1790
419000,2,0,3,1440
592350,1,0,3,2165
855000,2,0,3,3310
771000,2,0,3,2650
325000,1,3,4,1570
1.85E+06,2,0,5,3050
545000,1,0,4,1780
615000,1,0,4,1780
625500,1,0,4,1680
232000,1,0,3,1510
168000,1,0,4,2350
238000,1,0,4,2350
260000,2,0,3,1720
460000,1,0,3,1250
900000,1,1,3,2670
289950,1,0,3,1060
265000,1,0,4,1520
465000,1,0,5,1270
370000,1,0,3,1380
240000,1,0,4,1670
232000,1,0,5,1500
237502,1,0,3,1300
1.28E+06,2,0,3,1290
957000,1,0,4,2190
218000,1,0,5,980
205000,1,0,3,1260
350000,2,0,3,1560
256000,2,0,3,2030
275000,1,0,3,1310
372000,2,0,3,2540
688888,1.5,1,4,2140
170000,2,0,2,2150
530000,1,0,3,1680
905000,2,0,3,3580
365000,1,0,5,1870
312000,1,0,4,1730
400000,1,0,3,1250
278750,1,0,4,1160
510000,1,0,4,2690
527700,3,0,3,1320
740000,1.5,0,4,2280
512000,2,0,3,2840
362000,2,0,3,1960
225000,1,0,4,1320
491500,2,0,3,1610
429950,1,0,3,2000
375000,1,0,4,1280
199400,1,0,4,1430
364900,2,2,3,2650
324950,1,0,3,980
467000,1,0,4,1940
380000,1,0,4,1190
250000,1,0,3,1910
700000,1.5,0,3,1710
206990,1,0,5,1300
670000,1,0,5,1640
315000,1,0,3,1380
319950,2,0,3,2190
419000,1,0,4,1630
205000,1,0,3,2220
335000,2,0,3,1980
397000,1,0,3,1550
370000,1,0,3,1630
330000,1,0,4,1990
1.79E+06,1,4,3,4290
399000,1,0,3,1940
400000,2,4,3,2190
249900,1,0,3,1570
717000,1,0,3,1570
319000,2,0,3,2280
635000,2,0,3,1320
355000,1,0,4,1320
1.60E+06,2,0,3,4410
585000,1,0,3,2240
320000,1,0,4,1380
305495,2,0,4,1800
240000,1,1,4,2440
199950,1,0,4,1740
1.62E+06,2,0,3,2440
770000,2,4,4,2300
255000,2,0,3,1678
289000,1,0,4,1930
494500,2,0,3,1960
746000,1,0,4,1960
385000,2,0,4,2180
688100,2,0,4,2110
870300,1.5,0,4,1750
310000,1.5,0,3,1180
500000,2,0,3,1770
255000,1,0,4,1960
1.48E+06,1,0,5,3480
154500,1,0,3,1590
425000,1,0,3,1850
700000,2,0,4,2490
410500,1,0,5,1590
432000,1,0,4,1620
530000,1.5,0,3,1420
465000,1,0,5,1970
498688,2,0,3,1800
573500,1,0,4,1880
349900,2,0,4,2490
220000,1,0,3,1460
260000,1,0,4,1000
290000,1,0,3,1210
615000,1.5,0,4,2250
730000,2,0,3,3080
1.95E+06,2,3,3,5610
332500,2,0,3,1870
650000,2,0,3,2750
1.40E+06,3,0,4,2020
465000,1.5,0,4,1440
690000,2,0,3,3680
289900,1,0,5,1640
1.62E+06,2,0,3,1880
339950,2,0,3,1780
367999,1.5,0,4,2090
380000,2,0,3,2010
440000,1,0,4,1950
975000,2,0,3,3850
309500,1,0,3,1540
350000,1,0,5,1180
215000,2,0,3,1310
254000,1,0,3,1460
567000,1.5,3,3,1800
402000,2,0,4,1370
365000,1,0,2,1740
625000,2,0,3,1300
432000,1.5,0,3,1230
335500,1,0,4,2280
672500,1,2,5,2130
336000,1.5,0,5,1460
294400,2,0,4,1700
541900,2,0,3,1840
505000,1,0,4,2300
255000,2,0,3,1680
435000,1,0,3,2270
636000,1.5,0,5,1210
655000,2,0,3,3420
280500,1,0,3,1090
520000,1,0,3,1500
354000,2,0,3,2900
810000,1,2,5,2690
400000,1.5,0,3,2830
879900,1,0,3,2910
1.29E+06,2,0,4,3120
902500,2,0,3,3180
900000,1.5,0,3,1330
419500,2,2,3,2560
685000,1,0,5,1600
429950,2,0,3,2330
464950,2,0,3,1640
